                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    254,                0.70938,                 1.4925,                0.46963,                0.99549,                0.84483,                 0.7042,                0.75833,                0.53519,                0.83599,                0.69309,                0.73829,                0.42658,                 1.0786,                 2.2589,                0.84969,                 1.3342,              0.0050104,              0.0050104,              0.0050104
                    255,                0.71179,                 1.4926,                0.47985,                0.99379,                0.83528,                0.71029,                0.75835,                0.53573,                0.83348,                0.69657,                0.74017,                0.42778,                 1.0722,                 2.2553,                0.84748,                 1.3318,              0.0049906,              0.0049906,              0.0049906
                    256,                0.71262,                 1.5087,                0.48111,                0.99971,                0.83607,                0.70825,                0.75901,                0.53664,                0.83532,                0.69432,                0.74153,                0.42857,                 1.0744,                 2.2572,                0.84831,                 1.3335,              0.0049708,              0.0049708,              0.0049708
                    257,                0.71279,                 1.5015,                 0.4747,                0.99598,                0.83275,                0.71281,                0.76058,                0.53742,                0.82355,                0.69985,                0.74176,                0.43007,                  1.074,                 2.2565,                0.84328,                 1.3334,               0.004951,               0.004951,               0.004951
                    258,                0.71159,                 1.4817,                0.47455,                0.99534,                0.83526,                0.70719,                0.75986,                0.53695,                0.82681,                0.69677,                0.74355,                0.43051,                 1.0728,                 2.2567,                0.84379,                   1.33,              0.0049312,              0.0049312,              0.0049312
                    259,                 0.7071,                 1.5006,                0.47132,                0.99597,                0.84526,                0.70568,                0.76389,                0.53865,                0.83233,                0.69696,                0.74413,                0.43072,                 1.0736,                 2.2596,                0.84402,                 1.3319,              0.0049114,              0.0049114,              0.0049114
                    260,                0.71758,                 1.4911,                0.47816,                0.99591,                0.84128,                0.70968,                0.76472,                0.53876,                0.83322,                0.69835,                 0.7446,                0.43097,                  1.073,                 2.2606,                0.83708,                 1.3319,              0.0048916,              0.0048916,              0.0048916
                    261,                0.70818,                 1.4894,                0.47565,                0.99369,                0.83926,                0.71244,                0.76475,                0.54079,                0.83757,                0.70292,                0.74708,                0.43387,                 1.0704,                 2.2707,                0.83222,                  1.332,              0.0048718,              0.0048718,              0.0048718
                    262,                0.70909,                 1.4873,                 0.4752,                0.99648,                0.83893,                0.71208,                0.76489,                  0.542,                0.83343,                0.70555,                0.74762,                0.43503,                 1.0686,                 2.2707,                0.83429,                   1.33,               0.004852,               0.004852,               0.004852
                    263,                0.70692,                 1.4795,                0.47129,                0.99239,                0.83515,                0.71437,                0.76618,                0.54321,                0.82905,                0.70753,                0.74789,                 0.4352,                 1.0726,                 2.2613,                0.83587,                 1.3322,              0.0048322,              0.0048322,              0.0048322
                    264,                0.70232,                 1.4725,                0.46965,                0.99253,                0.83173,                0.71767,                0.76591,                0.54288,                0.82881,                0.70753,                0.74791,                0.43589,                 1.0739,                 2.2583,                0.83588,                 1.3353,              0.0048124,              0.0048124,              0.0048124
                    265,                0.70369,                 1.4711,                0.46741,                0.99014,                0.83409,                 0.7149,                0.76455,                0.54274,                0.82996,                0.70722,                0.74825,                0.43617,                  1.073,                 2.2579,                0.83817,                 1.3356,              0.0047926,              0.0047926,              0.0047926
                    266,                0.69955,                 1.4736,                0.46672,                0.98904,                0.84719,                0.70445,                0.76513,                0.54379,                0.84139,                0.69954,                0.74915,                0.43714,                 1.0726,                 2.2599,                0.83764,                 1.3321,              0.0047728,              0.0047728,              0.0047728
                    267,                0.70621,                 1.4694,                0.46933,                0.99418,                0.84695,                0.70538,                0.76575,                0.54479,                0.85243,                0.69032,                0.74929,                0.43871,                 1.0676,                 2.2564,                0.83312,                 1.3285,               0.004753,               0.004753,               0.004753
                    268,                0.70328,                 1.4784,                0.47249,                0.99328,                0.83701,                0.70838,                0.76732,                0.54502,                0.85665,                0.68049,                  0.748,                0.43849,                 1.0647,                 2.2563,                0.83277,                 1.3278,              0.0047332,              0.0047332,              0.0047332
                    269,                 0.6988,                 1.4741,                0.46601,                0.98826,                0.84291,                 0.7039,                0.76639,                0.54629,                0.84509,                0.68886,                0.74797,                0.43846,                 1.0641,                 2.2548,                0.83498,                 1.3284,              0.0047134,              0.0047134,              0.0047134
                    270,                0.69409,                 1.4651,                0.46136,                0.98539,                0.84119,                 0.7063,                0.76686,                0.54692,                0.83289,                0.69677,                0.74782,                0.43667,                 1.0643,                 2.2561,                0.83782,                 1.3292,              0.0046936,              0.0046936,              0.0046936
                    271,                0.69847,                 1.4753,                0.46702,                0.99181,                0.85289,                0.69819,                0.76433,                0.54637,                0.85357,                0.68411,                0.74554,                0.43552,                 1.0674,                 2.2596,                0.84058,                 1.3326,              0.0046738,              0.0046738,              0.0046738
                    272,                0.69472,                 1.4576,                0.46382,                0.98476,                0.85296,                0.70077,                0.76386,                0.54541,                0.86222,                0.67676,                0.74338,                0.43458,                 1.0694,                 2.2581,                0.84585,                 1.3371,               0.004654,               0.004654,               0.004654
                    273,                0.68962,                 1.4555,                0.46104,                0.98644,                0.85476,                0.69862,                0.76294,                0.54467,                0.85852,                0.67858,                0.74093,                0.43222,                 1.0697,                 2.2587,                 0.8461,                  1.337,              0.0046342,              0.0046342,              0.0046342
                    274,                0.69559,                 1.4532,                0.46039,                0.98128,                0.84649,                0.70169,                0.76199,                0.54423,                0.84717,                0.68633,                0.74147,                0.43291,                 1.0707,                 2.2589,                0.84751,                 1.3386,              0.0046144,              0.0046144,              0.0046144
                    275,                0.69622,                 1.4595,                0.46677,                0.98633,                0.86036,                0.69278,                0.76306,                0.54415,                0.85062,                0.68633,                0.74271,                0.43402,                 1.0703,                 2.2586,                0.84397,                 1.3368,              0.0045946,              0.0045946,              0.0045946
                    276,                0.69112,                 1.4622,                0.45956,                0.98465,                0.85444,                0.69677,                0.76368,                0.54332,                0.84983,                0.68909,                0.74317,                0.43437,                 1.0675,                  2.253,                0.84797,                 1.3345,              0.0045748,              0.0045748,              0.0045748
                    277,                0.69227,                 1.4564,                0.46316,                0.98377,                0.84082,                0.70968,                0.76503,                0.54382,                 0.8503,                0.68725,                  0.744,                0.43565,                 1.0673,                 2.2516,                0.84712,                 1.3338,               0.004555,               0.004555,               0.004555
                    278,                0.68404,                   1.43,                0.44955,                0.97603,                0.84651,                0.70317,                0.76532,                0.54525,                0.84659,                0.69094,                0.74528,                0.43649,                 1.0633,                 2.2517,                0.84794,                  1.329,              0.0045352,              0.0045352,              0.0045352
                    279,                0.68964,                 1.4435,                0.45243,                0.98342,                0.84182,                0.70876,                0.76426,                0.54605,                0.84565,                 0.6901,                0.74553,                0.43644,                 1.0634,                 2.2518,                0.84849,                 1.3281,              0.0045154,              0.0045154,              0.0045154
                    280,                0.68492,                  1.434,                 0.4522,                0.97593,                0.84541,                 0.7073,                0.76508,                0.54659,                0.85142,                0.68541,                0.74681,                0.43701,                 1.0613,                 2.2522,                0.84784,                 1.3263,              0.0044956,              0.0044956,              0.0044956
                    281,                0.68334,                 1.4336,                0.44924,                0.98141,                0.84333,                0.70906,                0.76545,                0.54706,                0.84208,                0.69462,                0.74741,                0.43822,                 1.0619,                   2.25,                0.85086,                 1.3272,              0.0044758,              0.0044758,              0.0044758
                    282,                0.67487,                 1.4221,                0.44808,                0.97621,                0.84291,                0.70884,                0.76484,                0.54697,                0.83911,                0.69493,                0.74601,                0.43803,                 1.0629,                 2.2474,                0.85147,                 1.3288,               0.004456,               0.004456,               0.004456
                    283,                0.68599,                 1.4343,                0.45729,                0.98102,                0.84882,                0.70507,                0.76565,                0.54702,                0.84429,                0.69296,                0.74614,                0.43804,                 1.0595,                 2.2428,                0.85158,                 1.3268,              0.0044362,              0.0044362,              0.0044362
                    284,                0.68265,                 1.4281,                 0.4501,                0.97564,                0.84922,                0.70415,                0.76511,                 0.5449,                0.83941,                0.69533,                0.74599,                0.43786,                 1.0568,                 2.2432,                0.85384,                 1.3231,              0.0044164,              0.0044164,              0.0044164
                    285,                0.67941,                 1.4172,                0.44701,                0.97545,                0.84981,                0.70538,                0.76655,                0.54578,                0.84352,                0.69585,                 0.7474,                0.43786,                 1.0542,                 2.2408,                0.85431,                 1.3208,              0.0043966,              0.0043966,              0.0043966
                    286,                0.67454,                 1.4263,                0.45236,                0.97842,                0.85337,                0.70476,                0.76652,                0.54484,                0.84535,                0.69526,                0.74745,                0.43688,                 1.0552,                 2.2461,                0.85212,                 1.3231,              0.0043768,              0.0043768,              0.0043768
                    287,                0.67575,                 1.4347,                0.45425,                0.98252,                0.85513,                0.70814,                0.76747,                0.54524,                0.84409,                 0.6977,                0.74645,                0.43658,                 1.0561,                  2.246,                0.85036,                 1.3272,               0.004357,               0.004357,               0.004357
                    288,                0.67381,                 1.4264,                0.44774,                0.97685,                0.85757,                0.70478,                0.76652,                0.54547,                0.84692,                0.69278,                0.74478,                0.43574,                 1.0545,                 2.2441,                0.84931,                 1.3282,              0.0043372,              0.0043372,              0.0043372
                    289,                0.67485,                 1.4244,                0.45387,                0.97871,                0.85834,                0.70179,                0.76668,                0.54622,                0.85158,                0.68971,                0.74465,                0.43602,                 1.0522,                 2.2434,                0.84815,                 1.3292,              0.0043174,              0.0043174,              0.0043174
                    290,                0.67852,                 1.4188,                0.44877,                0.98084,                0.85412,                0.70689,                0.76778,                  0.547,                0.84928,                0.69419,                0.74577,                0.43572,                 1.0516,                 2.2422,                0.84342,                 1.3299,              0.0042976,              0.0042976,              0.0042976
                    291,                0.67342,                 1.4142,                0.44714,                0.97873,                0.85703,                0.70903,                0.76655,                 0.5472,                0.86148,                0.68418,                0.74578,                0.43542,                 1.0505,                 2.2436,                0.84076,                 1.3292,              0.0042778,              0.0042778,              0.0042778
                    292,                0.67456,                 1.4075,                0.44558,                0.97723,                0.85066,                0.70968,                0.76574,                 0.5474,                0.84545,                 0.6958,                0.74565,                0.43591,                 1.0481,                 2.2435,                0.84138,                 1.3281,               0.004258,               0.004258,               0.004258
                    293,                0.67131,                 1.4148,                0.44532,                0.97773,                0.84981,                  0.711,                0.76458,                0.54657,                0.84638,                0.69616,                0.74482,                0.43559,                 1.0471,                 2.2391,                0.84553,                 1.3288,              0.0042382,              0.0042382,              0.0042382
                    294,                0.67659,                 1.4074,                0.44449,                 0.9765,                0.84815,                 0.7087,                0.76311,                0.54585,                0.83936,                0.69987,                0.74519,                0.43548,                 1.0472,                 2.2392,                0.84577,                 1.3287,              0.0042184,              0.0042184,              0.0042184
                    295,                0.66706,                 1.4139,                0.43993,                0.97264,                0.85138,                0.70691,                0.76338,                0.54587,                0.84553,                0.69788,                0.74638,                  0.437,                 1.0458,                 2.2406,                0.84296,                 1.3275,              0.0041986,              0.0041986,              0.0041986
                    296,                0.67279,                 1.4112,                0.44728,                0.97485,                0.85297,                0.70578,                0.76406,                0.54706,                0.84962,                0.69524,                0.74673,                0.43676,                 1.0453,                 2.2443,                0.84404,                 1.3274,              0.0041788,              0.0041788,              0.0041788
                    297,                0.67174,                 1.4117,                0.44933,                0.97474,                0.85491,                0.70418,                0.76425,                0.54753,                0.85391,                0.69278,                0.74611,                0.43698,                 1.0425,                 2.2422,                0.84095,                 1.3249,               0.004159,               0.004159,               0.004159
                    298,                0.67133,                 1.3993,                0.44653,                 0.9741,                0.85027,                0.70832,                0.76383,                0.54725,                0.84244,                0.69616,                0.74403,                0.43696,                 1.0421,                 2.2415,                0.83936,                 1.3245,              0.0041392,              0.0041392,              0.0041392
                    299,                 0.6658,                 1.3956,                 0.4401,                0.97254,                 0.8546,                0.70783,                0.76397,                0.54904,                0.84696,                0.69542,                0.74479,                0.43816,                 1.0414,                 2.2434,                0.83864,                 1.3247,              0.0041194,              0.0041194,              0.0041194
                    300,                0.67593,                 1.4123,                0.44645,                0.97593,                0.85815,                0.70538,                0.76483,                0.54903,                 0.8465,                0.69493,                 0.7446,                 0.4386,                 1.0413,                 2.2429,                0.84066,                  1.325,              0.0040996,              0.0040996,              0.0040996
                    301,                0.66323,                 1.3862,                0.43812,                0.97051,                0.85539,                0.70507,                 0.7651,                0.54907,                0.85059,                0.69032,                0.74603,                0.43887,                  1.041,                 2.2462,                0.84165,                 1.3239,              0.0040798,              0.0040798,              0.0040798
                    302,                0.66537,                 1.3871,                0.44056,                0.96878,                0.86245,                0.70118,                0.76462,                0.54931,                0.85171,                0.68818,                0.74366,                0.43897,                 1.0397,                 2.2424,                0.84309,                 1.3223,                0.00406,                0.00406,                0.00406
                    303,                0.66642,                 1.3984,                0.43776,                0.97119,                0.86205,                0.69884,                0.76357,                0.54827,                0.86007,                0.68387,                 0.7437,                0.43824,                 1.0384,                 2.2404,                0.84513,                 1.3206,              0.0040402,              0.0040402,              0.0040402
                    304,                0.66177,                 1.3845,                0.43473,                0.97246,                0.87039,                0.69524,                0.76264,                0.54914,                0.86331,                0.68298,                0.74429,                0.43871,                 1.0374,                 2.2418,                0.84625,                 1.3214,              0.0040204,              0.0040204,              0.0040204
                    305,                0.66289,                 1.3939,                0.44226,                0.97035,                0.86786,                 0.6977,                0.76191,                0.54873,                0.85568,                0.68879,                0.74205,                0.43898,                 1.0366,                 2.2416,                0.84379,                 1.3216,              0.0040006,              0.0040006,              0.0040006
                    306,                0.65614,                 1.3842,                0.43729,                0.96643,                0.86348,                0.69955,                0.76228,                0.54872,                0.85197,                0.68958,                0.74222,                0.43839,                  1.037,                 2.2428,                0.84314,                  1.323,              0.0039808,              0.0039808,              0.0039808
                    307,                 0.6627,                  1.388,                0.43729,                 0.9708,                0.86537,                0.69709,                0.76122,                0.54931,                 0.8555,                0.68751,                0.74233,                0.43846,                 1.0387,                 2.2424,                0.84326,                 1.3268,               0.003961,               0.003961,               0.003961
                    308,                0.65511,                 1.3926,                 0.4341,                0.96588,                0.86785,                0.69608,                0.76034,                0.54926,                0.85685,                0.68725,                0.74074,                0.43865,                 1.0357,                 2.2431,                0.84459,                 1.3236,              0.0039412,              0.0039412,              0.0039412
                    309,                0.65308,                 1.3777,                0.43136,                0.96756,                 0.8624,                0.69923,                0.76084,                0.54878,                0.84985,                0.69033,                0.74256,                0.43985,                 1.0369,                 2.2443,                0.84823,                 1.3252,              0.0039214,              0.0039214,              0.0039214
                    310,                0.65972,                 1.3871,                0.43794,                0.97326,                0.85521,                 0.7023,                0.76095,                0.54855,                 0.8419,                  0.692,                0.73997,                0.43993,                 1.0361,                 2.2467,                0.84893,                 1.3242,              0.0039016,              0.0039016,              0.0039016
                    311,                0.65547,                 1.3708,                0.43264,                0.96466,                0.85793,                0.70128,                0.76105,                0.54918,                 0.8438,                0.69204,                0.74047,                0.44085,                 1.0368,                 2.2466,                 0.8482,                 1.3252,              0.0038818,              0.0038818,              0.0038818
                    312,                0.65428,                 1.3786,                0.43006,                0.97049,                0.86922,                 0.6937,                 0.7605,                0.54915,                0.85939,                0.68479,                0.74185,                0.44121,                 1.0382,                 2.2452,                0.84483,                 1.3268,               0.003862,               0.003862,               0.003862
                    313,                0.64911,                 1.3641,                0.42567,                0.96201,                0.86877,                0.69524,                0.76122,                0.54927,                0.85552,                0.68633,                0.74303,                0.44137,                  1.039,                 2.2462,                0.84492,                 1.3263,              0.0038422,              0.0038422,              0.0038422
                    314,                 0.6456,                 1.3561,                0.42388,                0.95897,                0.87022,                0.69214,                0.75994,                0.54939,                0.85656,                0.68428,                0.74138,                 0.4412,                 1.0365,                 2.2437,                0.84428,                 1.3243,              0.0038224,              0.0038224,              0.0038224
                    315,                0.64996,                 1.3694,                0.43386,                0.96702,                0.86796,                0.69272,                0.76038,                0.54925,                 0.8534,                0.68674,                0.74148,                0.44131,                 1.0365,                 2.2408,                0.84637,                 1.3247,              0.0038026,              0.0038026,              0.0038026
                    316,                0.64534,                  1.362,                0.42868,                 0.9658,                0.86019,                0.69938,                0.76167,                0.55045,                0.84829,                0.68971,                0.74179,                0.44135,                 1.0356,                 2.2391,                0.84547,                 1.3244,              0.0037828,              0.0037828,              0.0037828
                    317,                0.64525,                 1.3623,                0.42791,                0.96561,                0.85417,                0.70362,                0.76226,                0.55166,                 0.8418,                0.69585,                0.74239,                0.44335,                 1.0339,                 2.2399,                0.84314,                 1.3231,               0.003763,               0.003763,               0.003763
                    318,                0.64666,                 1.3601,                 0.4237,                0.96318,                0.85504,                0.70491,                0.76284,                0.55172,                 0.8424,                 0.6946,                0.74322,                0.44378,                 1.0346,                 2.2396,                0.84441,                 1.3228,              0.0037432,              0.0037432,              0.0037432
                    319,                0.64784,                 1.3587,                0.42397,                 0.9669,                0.85899,                0.70353,                0.76301,                0.55134,                0.83738,                0.69892,                0.74395,                0.44316,                 1.0358,                 2.2396,                0.84542,                 1.3242,              0.0037234,              0.0037234,              0.0037234
                    320,                0.64315,                 1.3544,                0.41915,                0.96413,                0.86301,                0.70065,                0.76239,                0.55161,                 0.8471,                0.69462,                0.74367,                0.44296,                 1.0349,                 2.2385,                0.84577,                 1.3237,              0.0037036,              0.0037036,              0.0037036
                    321,                0.64494,                 1.3636,                0.42556,                0.96241,                0.86244,                0.70046,                0.76278,                0.55209,                0.84917,                0.69002,                0.74359,                0.44351,                 1.0343,                 2.2387,                0.84657,                 1.3232,              0.0036838,              0.0036838,              0.0036838
                    322,                0.64907,                 1.3689,                0.43407,                0.97087,                0.85949,                 0.7023,                0.76299,                0.55255,                0.84741,                0.69269,                0.74437,                 0.4433,                 1.0312,                 2.2368,                0.84485,                 1.3206,               0.003664,               0.003664,               0.003664
                    323,                0.63917,                 1.3529,                 0.4238,                 0.9619,                0.86369,                0.69954,                0.76281,                 0.5523,                0.84857,                0.69036,                0.74208,                0.44329,                  1.029,                  2.238,                0.84309,                 1.3193,              0.0036442,              0.0036442,              0.0036442
                    324,                0.64052,                 1.3639,                0.42165,                0.96465,                0.86434,                0.70077,                0.76271,                0.55273,                0.85133,                 0.6894,                0.74295,                0.44366,                 1.0287,                 2.2377,                 0.8444,                 1.3192,              0.0036244,              0.0036244,              0.0036244
                    325,                 0.6368,                  1.344,                0.41623,                0.96132,                0.86638,                0.69954,                0.76359,                0.55274,                0.85448,                0.68786,                0.74203,                0.44322,                 1.0287,                  2.237,                0.84423,                 1.3188,              0.0036046,              0.0036046,              0.0036046
                    326,                0.64095,                 1.3607,                0.42521,                0.95941,                0.86709,                0.69892,                0.76337,                0.55328,                0.85507,                0.68756,                0.74186,                0.44364,                 1.0269,                  2.236,                0.84519,                 1.3164,              0.0035848,              0.0035848,              0.0035848
                    327,                0.63477,                 1.3354,                0.41844,                0.95203,                0.87187,                0.69432,                0.76376,                0.55385,                0.85807,                0.68264,                0.74099,                0.44351,                 1.0254,                 2.2366,                0.84589,                 1.3143,               0.003565,               0.003565,               0.003565
                    328,                0.63568,                 1.3378,                0.41569,                0.95381,                0.86971,                0.69647,                0.76318,                0.55447,                0.85492,                0.68449,                0.74127,                0.44423,                 1.0246,                 2.2357,                0.84348,                 1.3139,              0.0035452,              0.0035452,              0.0035452
                    329,                0.63326,                 1.3425,                0.41449,                0.96009,                0.85862,                0.70445,                 0.7634,                0.55378,                0.85241,                0.68602,                0.74267,                 0.4449,                 1.0231,                 2.2338,                0.84484,                 1.3128,              0.0035254,              0.0035254,              0.0035254
                    330,                0.63575,                  1.346,                0.41919,                0.95719,                0.85851,                 0.7046,                0.76295,                0.55321,                 0.8441,                0.69278,                0.74334,                0.44516,                 1.0222,                  2.235,                0.84457,                 1.3121,              0.0035056,              0.0035056,              0.0035056
                    331,                0.62896,                 1.3313,                 0.4155,                0.95465,                0.85389,                0.70921,                0.76318,                0.55322,                0.84148,                0.69677,                0.74407,                 0.4455,                 1.0206,                 2.2356,                0.84566,                 1.3101,              0.0034858,              0.0034858,              0.0034858
                    332,                0.63266,                 1.3349,                0.41592,                0.95886,                 0.8535,                  0.707,                0.76258,                0.55372,                  0.841,                0.69555,                0.74362,                  0.446,                 1.0198,                 2.2338,                0.84636,                 1.3103,               0.003466,               0.003466,               0.003466
                    333,                0.62315,                 1.3174,                0.41195,                0.95135,                0.85351,                0.70525,                0.76259,                0.55288,                0.84087,                 0.6948,                0.74349,                0.44578,                 1.0182,                 2.2352,                0.84483,                 1.3103,              0.0034462,              0.0034462,              0.0034462
                    334,                0.63015,                 1.3179,                0.41481,                0.95539,                0.85268,                0.70814,                0.76352,                0.55338,                0.84319,                0.69382,                0.74275,                0.44624,                  1.016,                 2.2352,                0.84479,                 1.3096,              0.0034264,              0.0034264,              0.0034264
                    335,                0.63318,                 1.3424,                0.41585,                0.96073,                0.85129,                0.70937,                0.76282,                0.55347,                0.84406,                0.69278,                0.74359,                0.44616,                 1.0171,                  2.236,                 0.8453,                 1.3122,              0.0034066,              0.0034066,              0.0034066
                    336,                0.63404,                  1.346,                0.42085,                0.96455,                0.85119,                0.70722,                0.76276,                0.55444,                0.84682,                0.69247,                0.74437,                0.44639,                 1.0158,                 2.2358,                0.84519,                 1.3123,              0.0033868,              0.0033868,              0.0033868
                    337,                0.63206,                 1.3227,                0.41282,                0.95997,                0.85449,                0.70538,                0.76248,                0.55424,                0.84398,                0.69524,                0.74419,                0.44599,                 1.0163,                 2.2352,                0.84421,                  1.314,               0.003367,               0.003367,               0.003367
                    338,                0.63102,                 1.3289,                0.41533,                0.95907,                0.85389,                0.70691,                 0.7627,                0.55436,                0.84404,                0.69585,                0.74415,                0.44613,                 1.0161,                 2.2341,                0.84278,                 1.3142,              0.0033472,              0.0033472,              0.0033472
                    339,                0.63232,                 1.3327,                0.41159,                0.95852,                0.85434,                0.70476,                0.76312,                0.55438,                0.87449,                0.67496,                0.74448,                0.44603,                 1.0156,                 2.2333,                  0.843,                 1.3142,              0.0033274,              0.0033274,              0.0033274
                    340,                 0.6222,                 1.3103,                0.40583,                0.95331,                0.85329,                0.70583,                0.76369,                0.55511,                0.87295,                 0.6755,                  0.745,                 0.4471,                 1.0157,                 2.2351,                0.84274,                 1.3152,              0.0033076,              0.0033076,              0.0033076
                    341,                0.62194,                 1.3223,                0.41611,                0.95806,                0.85096,                0.70516,                0.76246,                0.55418,                0.84105,                0.69462,                0.74384,                  0.447,                 1.0151,                 2.2349,                0.84314,                 1.3149,              0.0032878,              0.0032878,              0.0032878
                    342,                 0.6197,                 1.3205,                0.40929,                0.95405,                 0.8544,                0.70476,                 0.7618,                0.55344,                0.84429,                0.69464,                0.74367,                0.44722,                 1.0148,                 2.2354,                0.84407,                 1.3151,               0.003268,               0.003268,               0.003268
                    343,                0.61897,                  1.313,                0.41109,                0.95396,                0.85176,                0.70607,                 0.7606,                0.55374,                 0.8477,                0.69309,                0.74368,                0.44737,                 1.0141,                 2.2359,                 0.8438,                 1.3155,              0.0032482,              0.0032482,              0.0032482
                    344,                0.62135,                 1.3202,                0.41065,                0.95422,                0.85265,                0.70538,                0.76037,                0.55407,                0.85225,                0.68936,                0.74305,                0.44743,                 1.0144,                 2.2363,                0.84369,                 1.3158,              0.0032284,              0.0032284,              0.0032284
                    345,                0.61906,                 1.3089,                0.40647,                0.95312,                0.85284,                0.70506,                0.76099,                0.55506,                0.85892,                0.68418,                0.74416,                0.44799,                 1.0124,                 2.2354,                0.84509,                 1.3139,              0.0032086,              0.0032086,              0.0032086
                    346,                0.61825,                 1.3153,                0.40682,                0.95218,                0.85185,                0.70599,                0.76139,                0.55467,                0.85213,                0.68909,                 0.7441,                0.44768,                 1.0127,                 2.2352,                  0.847,                 1.3141,              0.0031888,              0.0031888,              0.0031888
                    347,                0.62288,                  1.318,                   0.41,                0.95894,                0.85626,                0.70091,                0.76152,                0.55537,                0.85464,                0.68879,                  0.744,                0.44871,                 1.0129,                  2.237,                0.84882,                 1.3145,               0.003169,               0.003169,               0.003169
